Column_Timestamp,Column_22_23,Col1292,Col1293,Column_labels
1681636325,1663904,32,51997,1
1681639325,1663904,32,51997,1
1681642325,1663904,32,51997,1
1681645325,1663904,32,51997,1
1681648325,1663904,32,51997,1
1681651325,1663904,32,51997,1
1681654325,1663904,32,51997,1
1681657325,1663904,32,51997,1
1681660325,1663904,32,51997,1
1681663325,1663904,32,51997,1
1681666325,1663904,32,51997,1
1681669325,1663904,32,51997,1
1681672325,1686016,32,52688,0
1681675325,1686016,32,52688,1
1681678325,1686016,32,52688,1
1681681325,1686016,32,52688,1
1681684325,1655328,32,51729,1
1681687325,1642208,32,51319,1
1681690325,1629088,32,50909,1
1681693325,1615968,32,50499,1
1681696325,1602848,32,50089,1
1681699325,1590432,32,49701,1
1681702325,1579072,32,49346,1
1681705325,1567712,32,48991,1
1681708325,1556352,32,48636,1
1681711325,1539648,32,48114,1
1681714325,1539648,32,48114,1
1681717325,1539648,32,48114,1
1681720325,1539648,32,48114,1
1681723325,1539648,32,48114,1
1681726325,1539648,32,48114,1
1681729325,1539648,32,48114,1
1681732325,1539648,32,48114,1
1681735325,1539648,32,48114,1
1681738325,1539648,32,48114,1
1681741325,1539648,32,48114,1
1681744325,1539648,32,48114,1
1681747325,1539648,32,48114,1
1681750325,1539648,32,48114,1
1681753325,1539648,32,48114,1
1681756325,1539648,32,48114,1
1681759325,1539648,32,48114,1
1681762325,1535648,32,47989,1
1681765325,1535648,32,47989,1
1681768325,1502016,32,46938,1
1681771325,1493280,32,46665,1
1681774325,1449600,32,45300,1
1681777325,1405920,32,43935,1
1681780325,1397664,32,43677,1
1681783325,1397664,32,43677,1
1681786325,1397664,32,43677,1
1681789325,1397664,32,43677,1
1681792325,1397664,32,43677,1
1681795325,1397664,32,43677,1
1681798325,1397664,32,43677,1
1681801325,1397664,32,43677,1
1681804325,1397664,32,43677,1
1681807325,1397664,32,43677,1
1681810325,1397664,32,43677,1
1681813325,1397664,32,43677,1
1681816325,1397664,32,43677,1
1681819325,1397664,32,43677,1
1681822325,1397664,32,43677,1
1681825325,1397664,32,43677,1
1681828325,1397664,32,43677,1
1681831325,1397664,32,43677,1
1681834325,1397664,32,43677,1
