Column1;Column1192;Column1193;Column1202;Column1203;Column1212;Column1213;Column1222;Column1223;Column1232;Column1233;Column1242;Column1243;Column1252;Column1253;Column1262;Column1263;Column1272;Column1273;Column1282;Column1283;Column1292;Column1293;Column1302;Column1303;Column132;Column133
1679092325;8192;564;4096;1200;2048;740;1024;2336;512;1408;256;2336;192;13020;128;2144;96;5292;64;27533;32;35840;16;6400;8;13824
1679092925;8192;564;4096;1200;2048;740;1024;2336;512;1408;256;2336;192;13608;128;2144;96;5292;64;27536;32;35840;16;6400;8;13824
1679093525;8192;564;4096;1200;2048;740;1024;2336;512;1408;256;2336;192;12810;128;2144;96;5292;64;26030;32;35840;16;6400;8;13824
1679094125;8192;564;4096;1200;2048;740;1024;2336;512;1408;256;2336;192;12810;128;2144;96;5292;64;25550;32;35840;16;6400;8;13824
1679094725;8192;564;4096;1200;2048;740;1024;2336;512;1408;256;2336;192;12810;128;2144;96;5292;64;26027;32;35840;16;6400;8;13824
1679095325;8192;564;4096;1200;2048;740;1024;2336;512;1408;256;2336;192;12810;128;2144;96;5292;64;24652;32;35840;16;6400;8;13824
1679095925;8192;564;4096;1200;2048;740;1024;2336;512;1408;256;2336;192;12810;128;2144;96;5292;64;24790;32;35840;16;6400;8;13824
1679096525;8192;564;4096;1200;2048;740;1024;2336;512;1408;256;2336;192;12810;128;2144;96;5292;64;23700;32;35840;16;6400;8;13824
1679097125;8192;564;4096;1200;2048;740;1024;2336;512;1408;256;2336;192;12810;128;2144;96;5292;64;24266;32;35840;16;6400;8;13824
1679097725;8192;564;4096;1200;2048;740;1024;2336;512;1408;256;2336;192;12810;128;2144;96;5292;64;24094;32;35840;16;6400;8;13824
1679098325;8192;564;4096;1200;2048;740;1024;2336;512;1408;256;2336;192;12810;128;2144;96;5292;64;22968;32;35840;16;6400;8;13824
1679098925;8192;564;4096;1200;2048;740;1024;2336;512;1408;256;2336;192;12810;128;2144;96;5292;64;23560;32;35840;16;6400;8;13824
1679099525;8192;564;4096;1200;2048;740;1024;2336;512;1408;256;2336;192;12810;128;2144;96;5292;64;22231;32;35840;16;6400;8;13824
1679100125;8192;564;4096;1189;2048;740;1024;2336;512;1408;256;2336;192;12810;128;2144;96;5292;64;22633;32;35840;16;6400;8;13824
1679100725;8192;564;4096;1189;2048;740;1024;2336;512;1408;256;2336;192;12810;128;2144;96;5292;64;22615;32;35840;16;6400;8;13824
1679101325;8192;564;4096;1189;2048;740;1024;2336;512;1408;256;2336;192;12810;128;2144;96;5292;64;22250;32;35840;16;6400;8;13824
1679101925;8192;564;4096;1189;2048;740;1024;2336;512;1408;256;2336;192;12810;128;2144;96;5292;64;21171;32;35840;16;6400;8;13824
1679102525;8192;564;4096;1189;2048;740;1024;2336;512;1408;256;2336;192;12810;128;2144;96;5292;64;21470;32;35840;16;6400;8;13824
1679103125;8192;564;4096;1189;2048;740;1024;2336;512;1408;256;2336;192;12810;128;2144;96;5292;64;20159;32;35840;16;6400;8;13824
1679103725;8192;564;4096;1189;2048;740;1024;2336;512;1408;256;2336;192;12810;128;2144;96;5292;64;20446;32;35840;16;6400;8;13824
1679104325;8192;564;4096;1189;2048;740;1024;2336;512;1408;256;2336;192;12810;128;2144;96;5292;64;19309;32;35840;16;6400;8;13824
1679104925;8192;564;4096;1189;2048;740;1024;2336;512;1408;256;2336;192;12810;128;2144;96;5292;64;19077;32;35840;16;6400;8;13824
1679105525;8192;564;4096;1189;2048;740;1024;2336;512;1408;256;2336;192;12810;128;2144;96;5292;64;18719;32;35840;16;6400;8;13824
1679106125;8192;564;4096;1189;2048;740;1024;2336;512;1408;256;2336;192;12810;128;2144;96;5292;64;18146;32;35840;16;6400;8;13824
1679106725;8192;564;4096;1189;2048;740;1024;2336;512;1408;256;2336;192;12810;128;2144;96;5292;64;19525;32;35840;16;6400;8;13824
1679107325;8192;564;4096;1189;2048;740;1024;2336;512;1408;256;2336;192;12810;128;2144;96;5292;64;19380;32;35840;16;6400;8;13824
1679107925;8192;564;4096;1189;2048;740;1024;2336;512;1408;256;2336;192;12810;128;2144;96;5292;64;17435;32;35840;16;6400;8;13824
1679108525;8192;564;4096;1189;2048;740;1024;2336;512;1408;256;2336;192;12810;128;2144;96;5292;64;16968;32;35840;16;6400;8;13824
1679109125;8192;564;4096;1192;2048;740;1024;2336;512;1408;256;2336;192;12810;128;2144;96;5292;64;17519;32;35840;16;6400;8;13824
1679109725;8192;564;4096;1192;2048;740;1024;2336;512;1408;256;2336;192;12810;128;2144;96;5292;64;17982;32;35840;16;6400;8;13824
1679110325;8192;564;4096;1192;2048;740;1024;2336;512;1408;256;2336;192;12810;128;2144;96;5292;64;18783;32;35840;16;6400;8;13824
1679110925;8192;564;4096;1192;2048;740;1024;2336;512;1408;256;2336;192;12810;128;2144;96;5292;64;16647;32;35840;16;6400;8;13824
1679111525;8192;564;4096;1192;2048;740;1024;2336;512;1408;256;2336;192;12810;128;2144;96;5292;64;17603;32;35840;16;6400;8;13824
1679112125;8192;564;4096;1192;2048;740;1024;2336;512;1408;256;2336;192;12810;128;2144;96;5292;64;18268;32;35840;16;6400;8;13824
1679112725;8192;564;4096;1192;2048;740;1024;2336;512;1408;256;2336;192;12810;128;2144;96;5292;64;16281;32;35840;16;6400;8;13824
1679113325;8192;564;4096;1192;2048;740;1024;2336;512;1408;256;2336;192;12810;128;2144;96;5292;64;18883;32;35840;16;6400;8;13824
1679113925;8192;564;4096;1192;2048;740;1024;2336;512;1408;256;2336;192;12810;128;2144;96;5292;64;18935;32;35840;16;6400;8;13824
1679114525;8192;564;4096;1192;2048;740;1024;2336;512;1408;256;2336;192;12810;128;2144;96;5292;64;19134;32;35840;16;6400;8;13824
1679115125;8192;564;4096;1192;2048;740;1024;2336;512;1408;256;2336;192;12810;128;2144;96;5292;64;18692;32;35840;16;6400;8;13824
1679115725;8192;564;4096;1192;2048;740;1024;2336;512;1408;256;2336;192;12810;128;2144;96;5292;64;19085;32;35840;16;6400;8;13824
1679116325;8192;564;4096;1192;2048;740;1024;2336;512;1408;256;2336;192;12810;128;2144;96;5292;64;18206;32;35840;16;6400;8;13824
1679116925;8192;564;4096;1192;2048;740;1024;2336;512;1408;256;2336;192;12810;128;2144;96;5292;64;18524;32;35840;16;6400;8;13824
1679117525;8192;564;4096;1192;2048;740;1024;2336;512;1408;256;2336;192;12810;128;2144;96;5292;64;19529;32;35840;16;6400;8;13824
1679118125;8192;564;4096;1192;2048;740;1024;2336;512;1408;256;2336;192;12810;128;2144;96;5292;64;18150;32;35840;16;6400;8;13824
1679118725;8192;564;4096;1192;2048;740;1024;2336;512;1408;256;2336;192;12810;128;2144;96;5292;64;20395;32;35968;16;6400;8;13824
1679119325;8192;564;4096;1192;2048;740;1024;2336;512;1408;256;2336;192;12810;128;2144;96;5292;64;20874;32;36096;16;6400;8;13824
1679119925;8192;564;4096;1192;2048;740;1024;2336;512;1408;256;2336;192;12810;128;2144;96;5292;64;20241;32;36096;16;6400;8;13824
1679120525;8192;564;4096;1192;2048;740;1024;2336;512;1408;256;2336;192;12810;128;2144;96;5292;64;20908;32;36096;16;6400;8;13824
1679121125;8192;564;4096;1192;2048;740;1024;2336;512;1408;256;2336;192;12810;128;2144;96;5292;64;21738;32;36096;16;6400;8;13824
1679121725;8192;564;4096;1192;2048;740;1024;2336;512;1408;256;2336;192;12810;128;2144;96;5292;64;21324;32;36096;16;6400;8;13824
1679122325;8192;564;4096;1192;2048;740;1024;2336;512;1408;256;2336;192;12810;128;2144;96;5292;64;21538;32;36096;16;6400;8;13824
1679122925;8192;564;4096;1192;2048;740;1024;2336;512;1408;256;2336;192;12810;128;2144;96;5292;64;23056;32;36096;16;6400;8;13824
1679123525;8192;564;4096;1192;2048;740;1024;2336;512;1408;256;2336;192;12810;128;2144;96;5292;64;23229;32;36096;16;6400;8;13824
1679124125;8192;564;4096;1192;2048;740;1024;2336;512;1408;256;2336;192;12810;128;2144;96;5292;64;23099;32;36096;16;6400;8;13824
1679124725;8192;564;4096;1192;2048;740;1024;2336;512;1408;256;2336;192;12810;128;2144;96;5292;64;23681;32;36096;16;6400;8;13824
1679125325;8192;564;4096;1192;2048;740;1024;2336;512;1408;256;2336;192;12810;128;2144;96;5292;64;25137;32;36096;16;6400;8;13824
1679125925;8192;564;4096;1192;2048;740;1024;2336;512;1408;256;2336;192;12810;128;2144;96;5292;64;24764;32;36096;16;6400;8;13824
1679126525;8192;564;4096;1192;2048;740;1024;2336;512;1408;256;2336;192;12810;128;2144;96;5292;64;25674;32;36096;16;6400;8;13824
1679127125;8192;564;4096;1192;2048;740;1024;2336;512;1408;256;2336;192;12810;128;2144;96;5292;64;26502;32;36096;16;6400;8;13824
1679127725;8192;564;4096;1192;2048;740;1024;2336;512;1408;256;2336;192;12810;128;2144;96;5292;64;29188;32;36096;16;6400;8;13824
1679128325;8192;564;4096;1192;2048;740;1024;2336;512;1408;256;2336;192;12978;128;2144;96;5292;64;26514;32;36096;16;6400;8;13824
1679128925;8192;564;4096;1192;2048;740;1024;2336;512;1408;256;2336;192;12810;128;2144;96;5292;64;25719;32;36096;16;6400;8;13824
1679129525;8192;564;4096;1192;2048;740;1024;2336;512;1408;256;2336;192;12810;128;2144;96;5292;64;29493;32;36096;16;6400;8;13824
1679130125;8192;564;4096;1192;2048;740;1024;2336;512;1408;256;2336;192;12810;128;2144;96;5292;64;29309;32;32549;16;6400;8;13824
1679130725;8192;564;4096;1192;2048;740;1024;2336;512;1408;256;2336;192;12810;128;2144;96;5292;64;25526;32;32677;16;6400;8;13824
1679131325;8192;564;4096;1192;2048;740;1024;2336;512;1408;256;2336;192;12810;128;2144;96;5292;64;27595;32;32677;16;6400;8;13824
1679131925;8192;564;4096;1192;2048;740;1024;2336;512;1408;256;2336;192;13692;128;2144;96;5292;64;26696;32;28892;16;6400;8;13824
1679132525;8192;564;4096;1192;2048;740;1024;2336;512;1408;256;2336;192;12222;128;2144;96;5292;64;26223;32;28892;16;6400;8;13824
1679133125;8192;564;4096;1192;2048;740;1024;2336;512;1408;256;2336;192;12306;128;2144;96;5292;64;26109;32;28892;16;6400;8;13824
1679133725;8192;564;4096;1192;2048;740;1024;2336;512;1408;256;2336;192;12474;128;2144;96;5292;64;26828;32;29146;16;6400;8;13824
1679134325;8192;564;4096;1192;2048;740;1024;2336;512;1408;256;2336;192;12182;128;2144;96;5292;64;26239;32;29146;16;6400;8;13824
1679134925;8192;564;4096;1192;2048;740;1024;2336;512;1408;256;2336;192;12600;128;2144;96;5292;64;26574;32;29274;16;6400;8;13824
1679135525;8192;564;4096;1192;2048;740;1024;2336;512;1408;256;2336;192;12182;128;2144;96;5292;64;27636;32;29274;16;6400;8;13824
1679136125;8192;564;4096;1192;2048;740;1024;2336;512;1408;256;2336;192;12182;128;2144;96;5292;64;24451;32;29300;16;6400;8;13824
1679136725;8192;564;4096;1192;2048;740;1024;2336;512;1408;256;2336;192;12474;128;2144;96;5292;64;24977;32;29426;16;6400;8;13824
1679137325;8192;564;4096;1192;2048;740;1024;2336;512;1408;256;2336;192;11802;128;2144;96;5292;64;25344;32;29426;16;6400;8;13824
1679137925;8192;564;4096;1192;2048;740;1024;2336;512;1408;256;2336;192;12768;128;2144;96;5292;64;23334;32;29426;16;6400;8;13824
1679138525;8192;564;4096;1187;2048;740;1024;2336;512;1408;256;2336;192;13146;128;2144;96;5292;64;26032;32;29426;16;6400;8;13824
1679139125;8192;564;4096;1187;2048;740;1024;2336;512;1408;256;2336;192;13146;128;2144;96;5292;64;25332;32;29553;16;6400;8;13824
1679139725;8192;564;4096;1187;2048;740;1024;2336;512;1408;256;2336;192;13860;128;2144;96;5292;64;23795;32;29553;16;6400;8;13824
1679140325;8192;564;4096;1187;2048;740;1024;2336;512;1408;256;2336;192;13860;128;2144;96;5292;64;32371;32;29553;16;6400;8;13824
1679140925;8192;564;4096;1187;2048;740;1024;2336;512;1408;256;2336;192;13860;128;2144;96;5292;64;26096;32;29553;16;6400;8;13824
1679141525;8192;564;4096;1187;2048;740;1024;2336;512;1408;256;2336;192;12558;128;2144;96;5292;64;25649;32;29553;16;6400;8;13824
1679142125;8192;564;4096;1187;2048;740;1024;2336;512;1408;256;2336;192;12096;128;2144;96;5292;64;25394;32;29553;16;6400;8;13824
1679142725;8192;564;4096;1187;2048;740;1024;2336;512;1408;256;2336;192;11172;128;2144;96;5292;64;23646;32;29553;16;6400;8;13824
1679143325;8192;564;4096;1187;2048;740;1024;2336;512;1408;256;2336;192;11802;128;2144;96;5292;64;24187;32;29553;16;6400;8;13824
1679143925;8192;564;4096;1187;2048;740;1024;2336;512;1408;256;2336;192;12936;128;2144;96;5292;64;24645;32;29749;16;6400;8;13824
1679144525;8192;564;4096;1187;2048;740;1024;2336;512;1408;256;2336;192;11550;128;2144;96;5292;64;25225;32;29749;16;6400;8;13824
1679145125;8192;564;4096;1187;2048;740;1024;2336;512;1408;256;2336;192;12012;128;2144;96;5292;64;25528;32;29952;16;6400;8;13824
1679145725;8192;564;4096;1187;2048;740;1024;2336;512;1408;256;2336;192;11634;128;2144;96;5292;64;22277;32;29952;16;6400;8;13824
1679146325;8192;564;4096;1187;2048;740;1024;2336;512;1408;256;2336;192;11130;128;2144;96;5292;64;24795;32;29952;16;6400;8;13824
1679146925;8192;564;4096;1187;2048;740;1024;2336;512;1408;256;2336;192;11130;128;2144;96;5292;64;27577;32;29952;16;6400;8;13824
1679147525;8192;564;4096;1187;2048;740;1024;2336;512;1408;256;2336;192;11130;128;2144;96;5292;64;26049;32;29952;16;6400;8;13824
1679148125;8192;564;4096;1187;2048;740;1024;2336;512;1408;256;2336;192;11130;128;2144;96;5292;64;26854;32;29952;16;6400;8;13824
1679148725;8192;564;4096;1187;2048;740;1024;2336;512;1408;256;2336;192;11172;128;2144;96;5292;64;26014;32;29952;16;6400;8;13824
1679149325;8192;564;4096;1187;2048;740;1024;2336;512;1408;256;2336;192;11172;128;2144;96;5292;64;27076;32;29952;16;6400;8;13824
1679149925;8192;564;4096;1187;2048;740;1024;2336;512;1408;256;2336;192;11172;128;2144;96;5292;64;24734;32;29952;16;6400;8;13824
1679150525;8192;564;4096;1187;2048;740;1024;2336;512;1408;256;2336;192;11172;128;2144;96;5292;64;23817;32;29952;16;6400;8;13824
1679151125;8192;564;4096;1187;2048;740;1024;2336;512;1408;256;2336;192;11634;128;2144;96;5292;64;27322;32;29952;16;6400;8;13824
1679151725;8192;564;4096;1187;2048;740;1024;2336;512;1408;256;2336;192;10374;128;2144;96;5292;64;25477;32;30080;16;6400;8;13824
1679152325;8192;564;4096;1187;2048;740;1024;2336;512;1408;256;2336;192;10920;128;2144;96;5292;64;26776;32;30080;16;6400;8;13824
1679152925;8192;564;4096;1187;2048;740;1024;2336;512;1408;256;2336;192;11046;128;2144;96;5292;64;26593;32;30208;16;6400;8;13824
1679153525;8192;564;4096;1187;2048;740;1024;2336;512;1408;256;2336;192;11550;128;2144;96;5292;64;23542;32;30336;16;6400;8;13824
1679154125;8192;564;4096;1187;2048;740;1024;2336;512;1408;256;2336;192;10668;128;2144;96;5292;64;22396;32;30336;16;6400;8;13824
1679154725;8192;564;4096;1187;2048;740;1024;2336;512;1408;256;2336;192;10668;128;2144;96;5292;64;24501;32;30336;16;6400;8;13824
1679155325;8192;564;4096;1187;2048;740;1024;2336;512;1408;256;2336;192;10668;128;2144;96;5292;64;22454;32;30336;16;6400;8;13824
1679155925;8192;564;4096;1187;2048;740;1024;2336;512;1408;256;2336;192;10752;128;2144;96;5292;64;23496;32;30336;16;6400;8;13824
1679156525;8192;564;4096;1187;2048;740;1024;2336;512;1408;256;2336;192;11340;128;2144;96;5292;64;24554;32;30336;16;6400;8;13824
1679157125;8192;564;4096;1187;2048;740;1024;2336;512;1408;256;2336;192;10752;128;2144;96;5292;64;26271;32;30592;16;6400;8;13824
1679157725;8192;564;4096;1187;2048;740;1024;2336;512;1408;256;2336;192;10752;128;2144;96;5292;64;20133;32;30592;16;6400;8;13824
1679158325;8192;564;4096;1187;2048;740;1024;2336;512;1408;256;2336;192;10164;128;2144;96;5292;64;22335;32;30720;16;6400;8;13824
1679158925;8192;564;4096;1187;2048;740;1024;2336;512;1408;256;2336;192;12306;128;2144;96;5292;64;20347;32;30848;16;6400;8;13824
1679159525;8192;564;4096;1187;2048;740;1024;2336;512;1408;256;2336;192;12306;128;2144;96;5292;64;16317;32;30848;16;6400;8;13824
1679160125;8192;564;4096;1187;2048;740;1024;2336;512;1408;256;2336;192;12306;128;2144;96;5292;64;22582;32;30848;16;6400;8;13824
1679160725;8192;564;4096;1187;2048;740;1024;2336;512;1408;256;2336;192;12306;128;2144;96;5292;64;25618;32;31360;16;6400;8;13824
